category,priority,year,month,latitude,longitude,district
COMPLAINT OTHER,1,2018,10,29.95790162,-90.07203981,1
WARR STOP WITH RELEASE,0,2018,10,29.9588263,-90.12200976,2
AREA CHECK,1,2018,10,30.01820059,-90.10316093,3
WARR STOP WITH RELEASE,0,2018,10,29.9588263,-90.12200976,2
WARR STOP WITH RELEASE,0,2018,10,29.9588263,-90.12200976,2
WARR STOP WITH RELEASE,0,2018,10,29.9588263,-90.12200976,2
BUSINESS CHECK,1,2018,10,29.96302552,-90.11240704,2
COMPLAINT OTHER,1,2018,10,29.95358624,-90.07490259,8
AREA CHECK,1,2018,10,29.98139767,-90.10160314,3
RETURN FOR ADDITIONAL INFO,1,2018,10,29.94983828,-90.03189416,4
SIMPLE BURGLARY VEHICLE,1,2018,10,29.92259179,-89.99332642,4
DISTURBANCE (OTHER),2,2018,10,29.96606153,-90.02086081,5
COMPLAINT OTHER,1,2018,10,29.95903166,-90.06528938,8
SIMPLE CRIMINAL DAMAGE,1,2018,10,29.98773525,-90.05004097,3
"BURGLAR ALARM, SILENT",1,2018,10,30.01020962,-90.07800922,3
AREA CHECK,1,2018,10,30.0176213,-90.11795307,3
COMPLAINT OTHER,1,2018,10,29.94644282,-90.0892905,6
THEFT,0,2018,10,29.95124414,-90.06898414,8
AREA CHECK,1,2018,10,29.95125001,-90.06584519,8
AREA CHECK,1,2018,10,30.01357483,-90.10170749,3
SIMPLE BATTERY DOMESTIC,2,2018,10,30.04782523,-89.97911641,7
SUSPICIOUS PERSON,2,2018,10,29.96798896,-90.07122685,1
"BURGLAR ALARM, SILENT",2,2018,10,29.98321953,-90.07511263,1
SUSPICIOUS PERSON,2,2018,10,29.92701109,-90.08084365,6
MEDICAL,1,2018,10,0,0,6
THEFT,0,2018,10,29.95447089,-90.07469698,8
COMPLAINT OTHER,2,2018,10,29.95065351,-90.08532516,6
AREA CHECK,1,2018,10,30.00592151,-90.12148943,3
DISTURBANCE (OTHER),1,2018,10,29.95783188,-90.06637035,8
DOMESTIC DISTURBANCE,2,2018,10,29.97619236,-90.07616052,1
VEHICLE PURSUIT,2,2018,10,29.95962797,-90.06618577,8
RECKLESS DRIVING,1,2018,10,29.95609722,-90.06935307,8
COMPLAINT OTHER,1,2018,10,29.91817975,-90.02292598,4
"BURGLAR ALARM, SILENT",1,2018,10,29.96855893,-90.07276451,1
THEFT FROM EXTERIOR OF VEHICLE,0,2018,10,29.96884531,-90.11208204,2
AREA CHECK,1,2018,10,30.01555769,-90.10347311,3
AREA CHECK,1,2018,10,29.98281356,-90.09740868,3
BUSINESS CHECK,1,2018,10,29.96848511,-90.05606857,5
COMPLAINT OTHER,2,2018,10,29.96041178,-90.06244597,8
SIMPLE BURGLARY VEHICLE,1,2018,10,29.98553528,-90.06009655,5
SIMPLE BURGLARY VEHICLE,1,2018,10,29.98261741,-90.05110218,5
RETURN FOR ADDITIONAL INFO,1,2018,10,29.97062974,-90.03445086,5
AREA CHECK,1,2018,10,30.01036995,-90.11544297,3
DISTURBANCE (OTHER),1,2018,10,29.9516918,-90.06865181,8
DISTURBANCE (OTHER),1,2018,10,29.95630309,-90.06762741,8
DISTURBANCE (OTHER),2,2018,10,29.95498802,-90.06934938,8
MEDICAL,2,2018,10,0,0,1
INCIDENT REQUESTED BY ANOTHER AGENCY,2,2018,10,29.96453438,-90.06532162,1
"BURGLAR ALARM, SILENT",2,2018,10,29.96003541,-90.01053562,5
PICKPOCKET,1,2018,10,29.95535368,-90.06845542,8
DISTURBANCE (OTHER),1,2018,10,29.95643808,-90.0674531,8
COMPLAINT OTHER,1,2018,10,29.95926043,-90.06984257,1
AREA CHECK,1,2018,10,30.01922607,-90.10200887,3
SUSPICIOUS PERSON,1,2018,10,29.99606908,-90.04821989,3
DISTURBANCE (OTHER),1,2018,10,29.95643808,-90.0674531,8
COMPLAINT OTHER,2,2018,10,29.93159842,-90.07386735,6
BUSINESS CHECK,1,2018,10,29.92097876,-90.11517025,2
COMPLAINT OTHER,1,2018,10,29.95804311,-90.11400732,2
FIGHT,2,2018,10,29.95273601,-90.07073991,8
TRAFFIC INCIDENT,1,2018,10,29.9817709,-90.09212115,1
COMPLAINT OTHER,1,2018,10,29.96907703,-90.05324392,5
TRAFFIC INCIDENT,1,2018,10,29.96439646,-90.12092591,2
COMPLAINT OTHER,1,2018,10,29.93917695,-90.07557462,6
"BURGLAR ALARM, SILENT",2,2018,10,29.96054982,-90.11505052,2
RETURN FOR ADDITIONAL INFO,1,2018,10,29.97062974,-90.03445086,5
AREA CHECK,1,2018,10,30.01737029,-90.10325735,3
RETURN FOR ADDITIONAL INFO,1,2018,10,30.02756361,-89.96817036,7
SIMPLE BATTERY,1,2018,10,29.9536437,-90.07036105,8
FIRE,1,2018,10,29.97317387,-90.04867398,5
FIRE,1,2018,10,29.97029916,-90.0320277,5
TRAFFIC INCIDENT,1,2018,10,29.95905225,-90.0779663,1
AREA CHECK,1,2018,10,29.97068135,-90.08280482,1
AREA CHECK,1,2018,10,30.01838385,-90.1051636,3
"BURGLAR ALARM, SILENT",1,2018,10,30.03481821,-89.98855214,7
DISTURBANCE (OTHER),2,2018,10,30.06960221,-89.94246651,7
"BURGLAR ALARM, SILENT",1,2018,10,30.03557713,-89.93299895,7
TRAFFIC INCIDENT,1,2018,10,29.95309407,-90.06917089,8
AUTO THEFT,0,2018,10,30.02364883,-90.02232426,7
COMPLAINT OTHER,1,2018,10,29.94929887,-90.084418,6
MENTAL PATIENT,2,2018,10,0,0,8
THEFT,2,2018,10,29.96782817,-90.06051056,8
AREA CHECK,1,2018,10,29.96659025,-90.06960408,1
BUSINESS CHECK,1,2018,10,29.96333995,-90.11187943,2
BICYCLE THEFT,0,2018,10,30.00899841,-90.02154073,3
BUSINESS CHECK,1,2018,10,29.92097876,-90.11517025,2
COMPLAINT OTHER,1,2018,10,29.96888759,-90.05758418,5
TRAFFIC INCIDENT,1,2018,10,29.95267036,-90.06811828,8
AREA CHECK,1,2018,10,30.0066266,-90.10554126,3
"BURGLAR ALARM, SILENT",2,2018,10,29.91716136,-90.09830466,6
RETURN FOR ADDITIONAL INFO,1,2018,10,29.99480677,-90.09772667,3
DISTURBANCE (OTHER),1,2018,10,29.920822,-90.10484984,2
BUSINESS CHECK,1,2018,10,29.94182422,-90.12974082,2
FUGITIVE ATTACHMENT,1,2018,10,29.94983828,-90.03189416,4
TRAFFIC INCIDENT,1,2018,10,29.95065351,-90.08532516,6
DIRECTED PATROL,1,2018,10,29.92180598,-90.02241945,4
MEDICAL,2,2018,10,0,0,8
RETURN FOR ADDITIONAL INFO,1,2018,10,29.98336334,-90.07184858,1
TRAFFIC INCIDENT,1,2018,10,29.96104393,-90.11513209,2
AREA CHECK,1,2018,10,30.00986006,-90.10086706,3
"BURGLAR ALARM, SILENT",1,2018,10,29.97511743,-90.08819734,1
SUSPICIOUS PERSON,2,2018,10,29.92151407,-90.10706517,2
DOMESTIC DISTURBANCE,2,2018,10,30.02036507,-89.98012112,7
"BURGLAR ALARM, SILENT",1,2018,10,29.95841208,-90.06608619,8
AREA CHECK,1,2018,10,29.97036986,-90.08094067,1
"BURGLAR ALARM, SILENT",2,2018,10,29.9188908,-89.99362786,4
COMPLAINT OTHER,1,2018,10,30.0354123,-90.00953626,7
COMPLAINT OTHER,1,2018,10,29.94377336,-90.01833813,4
SILENT 911 CALL,2,2018,10,29.96111148,-90.00945784,5
AREA CHECK,1,2018,10,29.96738484,-90.10219622,1
MEDICAL,1,2018,10,0,0,1
MEDICAL,2,2018,10,0,0,8
AREA CHECK,1,2018,10,30.01614929,-90.11006937,3
SIMPLE BATTERY DOMESTIC,2,2018,10,30.01338546,-90.00924192,7
"OBSCENITY, EXPOSING",2,2018,10,29.95287135,-90.05196629,4
"BURGLAR ALARM, SILENT",1,2018,10,29.98798918,-90.05869724,3
SIMPLE CRIMINAL DAMAGE,1,2018,10,29.98365991,-90.03977551,5
SIMPLE BURGLARY VEHICLE,1,2018,10,29.99344482,-90.10608575,3
COMPLAINT OTHER,2,2018,10,29.9722027,-90.03428489,5
SUSPICIOUS PERSON,1,2018,10,29.95443606,-90.05005119,4
NOISE COMPLAINT,1,2018,10,29.93913812,-90.07093331,6
"BURGLAR ALARM, SILENT",1,2018,10,29.96821771,-90.09068444,1
BUSINESS CHECK,1,2018,10,29.92439798,-90.10792144,2
SIMPLE BURGLARY VEHICLE,1,2018,10,29.96496839,-90.06456048,1
SHOPLIFTING,1,2018,10,29.92494167,-90.10808591,2
COMPLAINT OTHER,1,2018,10,29.96662242,-90.07518194,1
DISTURBANCE (OTHER),2,2018,10,30.00447582,-90.03552799,3
TOW IMPOUNDED VEHICLE (PRIVATE),0,2018,10,29.92921743,-90.07374779,6
COMPLAINT OTHER,1,2018,10,30.00970008,-90.04678351,3
SHOPLIFTING,2,2018,10,29.94326883,-90.07320678,6
BUSINESS CHECK,1,2018,10,29.96522069,-90.03094773,5
AREA CHECK,1,2018,10,29.97681162,-90.09776962,1
AREA CHECK,1,2018,10,30.00271746,-90.10700958,3
TRAFFIC INCIDENT,1,2018,10,29.9391674,-90.06550683,6
MENTAL PATIENT,1,2018,10,0,0,1
AUTO ACCIDENT,2,2018,10,29.99710658,-90.04464309,3
HIT & RUN WITH INJURIES,2,2018,10,30.0027899,-90.03554298,3
DOMESTIC DISTURBANCE,2,2018,10,30.03193915,-90.02053676,7
HIT & RUN,1,2018,10,29.94093056,-90.09489756,6
AUTO ACCIDENT,1,2018,10,29.96384411,-90.1199957,2
RETURN FOR ADDITIONAL INFO,1,2018,10,29.97062974,-90.03445086,5
TRAFFIC INCIDENT,1,2018,10,30.00439072,-90.10579995,3
BUSINESS BURGLARY,1,2018,10,29.94141893,-90.0413537,4
SIMPLE CRIMINAL DAMAGE,0,2018,10,30.03307488,-89.98752874,7
COMPLAINT OTHER,1,2018,10,30.05998191,-89.9394984,7
SUSPICIOUS PERSON,1,2018,10,29.99979067,-90.07569584,3
BUSINESS CHECK,1,2018,10,29.96761725,-90.04266847,5
RETURN FOR ADDITIONAL INFO,1,2018,10,29.95996774,-90.10840522,2
DISTURBANCE (OTHER),1,2018,10,29.95422179,-90.0694661,8
COMPLAINT OTHER,1,2018,10,29.96816789,-90.06040167,8
HOLD UP ALARM,2,2018,10,29.95013358,-90.11121272,2
RETURN FOR ADDITIONAL INFO,1,2018,10,29.95193034,-90.06784632,8
AREA CHECK,1,2018,10,30.00073803,-90.10521029,3
AREA CHECK,1,2018,10,29.96281623,-90.0896446,1
AREA CHECK,1,2018,10,29.97360752,-90.10143433,1
COMPLAINT OTHER,1,2018,10,29.96147879,-90.04113538,5
"BURGLAR ALARM, SILENT",1,2018,10,29.91745386,-90.11984486,2
PROWLER,1,2018,10,29.97485513,-90.05498503,5
ARMED ROBBERY WITH GUN,2,2018,10,29.97666,-90.047191,5
COMPLAINT OTHER,1,2018,10,29.96363234,-90.06263145,8
"BURGLAR ALARM, SILENT",1,2018,10,30.02009123,-90.08871519,3
SHOPLIFTING,2,2018,10,29.94063748,-90.10413758,2
COMPLAINT OTHER,2,2018,10,29.94772018,-90.07431489,8
COMPLAINT OTHER,1,2018,10,29.97165791,-90.11738683,3
COMPLAINT OTHER,2,2018,10,29.91763106,-89.99066651,4
HIT & RUN,1,2018,10,30.03274138,-89.97277062,7
HIT & RUN WITH INJURIES,2,2018,10,29.95437985,-90.06495858,8
MUNICIPAL ATTACHMENT,1,2018,10,29.96026084,-90.09482562,1
FUGITIVE ATTACHMENT,1,2018,10,29.93760334,-90.06165414,8
RECKLESS DRIVING,2,2018,10,29.97805963,-90.1124407,3
SUSPICIOUS PERSON,2,2018,10,29.94446846,-90.08740697,6
DOMESTIC DISTURBANCE,2,2018,10,29.96452525,-90.11639123,2
TRAFFIC INCIDENT,1,2018,10,29.95410635,-90.06825649,8
UNAUTHORIZED USE OF VEHICLE,1,2018,10,29.97705898,-90.03743638,5
FUGITIVE ATTACHMENT,1,2018,10,29.94326883,-90.07320678,6
THEFT FROM EXTERIOR OF VEHICLE,0,2018,10,29.95494911,-90.12757753,2
"BURGLAR ALARM, SILENT",1,2018,10,29.92611643,-90.08072136,6
DOMESTIC DISTURBANCE,2,2018,10,29.96925793,-90.12008571,2
"BURGLAR ALARM, SILENT",1,2018,10,29.91604856,-90.11183001,2
DISTURBANCE (OTHER),1,2018,10,29.96745735,-90.06159867,8
AUTO ACCIDENT,1,2018,10,29.987273,-90.12319867,3
"BURGLAR ALARM, SILENT",1,2018,10,29.99022877,-90.05546368,3
SUSPICIOUS PERSON,1,2018,10,29.96081549,-90.08131796,1
"BURGLAR ALARM, SILENT",1,2018,10,30.01518553,-90.07366851,3
AUTO ACCIDENT,1,2018,10,29.95914669,-90.06068117,8
SUSPICIOUS PERSON,2,2018,10,30.06555708,-89.95577371,7
HIT & RUN,1,2018,10,29.9798179,-90.10447267,3
AREA CHECK,1,2018,10,29.92391968,-89.98427135,4
BUSINESS CHECK,1,2018,10,30.00397675,-90.10310032,3
AREA CHECK,1,2018,10,30.00113298,-90.10971933,3
BUSINESS CHECK,1,2018,10,29.97689781,-90.09924571,3
THEFT,1,2018,10,29.95341723,-90.07441106,8
COMPLAINT OTHER,1,2018,10,30.02817176,-89.98417185,7
LOST PROPERTY,0,2018,10,29.9064715,-89.98849118,4
COMPLAINT OTHER,1,2018,10,30.03719174,-89.9760807,7
AREA CHECK,1,2018,10,29.99223916,-90.11457985,3
"BURGLAR ALARM, SILENT",2,2018,10,29.92529201,-90.01613834,4
"BURGLAR ALARM, SILENT",2,2018,10,30.007486,-90.10727427,3
BUSINESS CHECK,1,2018,10,29.96160484,-90.01600519,5
COMPLAINT OTHER,1,2018,10,29.985332,-90.09509089,3
BUSINESS CHECK,1,2018,10,29.96515938,-90.11005439,2
SHOPLIFTING,0,2018,10,30.04168259,-89.98022946,7
COMPLAINT OTHER,1,2018,10,29.96026084,-90.09482562,1
HIT & RUN,1,2018,10,30.04498121,-89.96030738,7
AREA CHECK,1,2018,10,29.99268881,-90.10361323,3
DISTURBANCE (OTHER),1,2018,10,29.96609209,-90.09430709,1
AREA CHECK,1,2018,10,29.97565247,-90.09631038,1
AREA CHECK,1,2018,10,30.01194721,-90.1038889,3
SUSPICIOUS PERSON,1,2018,10,30.04513186,-89.96009163,7
SHOPLIFTING,0,2018,10,30.01224823,-90.00198991,7
AUTO ACCIDENT WITH INJURY,2,2018,10,29.94319972,-90.0759361,6
RETURN FOR ADDITIONAL INFO,1,2018,10,29.92939834,-90.03260058,4
COMPLAINT OTHER,1,2018,10,29.96026084,-90.09482562,1
TRAFFIC INCIDENT,1,2018,10,29.92456299,-90.1077254,2
FIGHT,2,2018,10,29.9586045,-90.0644408,8
DOMESTIC DISTURBANCE,1,2018,10,30.01447393,-89.98571962,7
AUTO THEFT,0,2018,10,29.98228973,-90.06722312,5
SIMPLE CRIMINAL DAMAGE,0,2018,10,30.00469908,-90.06166276,3
RECKLESS DRIVING,1,2018,10,30.04605199,-89.96117169,7
FUGITIVE ATTACHMENT,1,2018,10,29.92456299,-90.1077254,2
TOW IMPOUNDED VEHICLE (PRIVATE),0,2018,10,30.03641618,-89.95994977,7
TOW IMPOUNDED VEHICLE (PRIVATE),0,2018,10,29.93553664,-90.08693429,6
DISTURBANCE (OTHER),1,2018,10,29.95841934,-90.06116612,8
SIMPLE CRIMINAL DAMAGE,0,2018,10,30.02184619,-89.96683658,7
AUTO THEFT,0,2018,10,29.9064715,-89.98849118,4
"BURGLAR ALARM, SILENT",2,2018,10,29.95720595,-90.06565007,8
RETURN FOR ADDITIONAL INFO,1,2018,10,29.95996774,-90.10840522,2
RETURN FOR ADDITIONAL INFO,1,2018,10,29.92939834,-90.03260058,4
SIMPLE BURGLARY VEHICLE,1,2018,10,30.01475745,-90.05775693,3
DIRECTED PATROL,1,2018,10,29.96289332,-90.05200555,5
CURFEW VIOLATION,1,2018,10,29.92365753,-89.99423318,4
"BURGLAR ALARM, SILENT",1,2018,10,29.93930582,-90.09707484,2
COMPLAINT OTHER,1,2018,10,29.99311066,-90.07437731,3
RECKLESS DRIVING,1,2018,10,30.02646994,-90.11338949,3
VIOLATION OF PROTECTION ORDER,1,2018,10,29.93735559,-90.12594335,2
DRUG VIOLATIONS,1,2018,10,29.97666,-90.047191,5
RETURN FOR ADDITIONAL INFO,1,2018,10,29.95996774,-90.10840522,2
TRAFFIC INCIDENT,1,2018,10,29.96853664,-90.05697504,8
HIT & RUN WITH INJURIES,2,2018,10,29.98968949,-90.11611446,3
MEDICAL,2,2018,10,0,0,6
COMPLAINT OTHER,1,2018,10,29.96160484,-90.01600519,5
BUSINESS CHECK,1,2018,10,29.97936493,-90.10701633,3
AUTO ACCIDENT WITH INJURY,2,2018,10,29.94969339,-90.09254648,6
AREA CHECK,1,2018,10,30.01177125,-90.10192295,3
AUTO ACCIDENT,1,2018,10,29.96781283,-90.07852985,1
TRAFFIC INCIDENT,1,2018,10,29.96383133,-90.11699303,2
"BURGLAR ALARM, SILENT",1,2018,10,30.02578358,-89.98915553,7
AUTO ACCIDENT,1,2018,10,30.00430703,-90.1047952,3
SHOPLIFTING,2,2018,10,29.96809223,-90.11088371,2
DOMESTIC DISTURBANCE,1,2018,10,30.03158497,-89.99338618,7
COMPLAINT OTHER,1,2018,10,30.02756361,-89.96817036,7
AUTO ACCIDENT,1,2018,10,29.9672962,-90.07776802,1
SUSPICIOUS PERSON,2,2018,10,29.9306092,-90.09108368,6
MUNICIPAL ATTACHMENT,1,2018,10,29.96383133,-90.11699303,2
DISTURBANCE (OTHER),2,2018,10,29.94262756,-90.08553324,6
"BURGLAR ALARM, SILENT",1,2018,10,30.0153311,-90.05788787,3
RESIDENCE CHECK,1,2018,10,29.96442351,-90.05750477,8
LOST PROPERTY,0,2018,10,29.95817796,-90.06132038,8
HOMICIDE BY CUTTING,2,2018,10,29.9418002,-90.0733761,6
DRUG VIOLATIONS,1,2018,10,29.93459036,-90.09471061,6
RETURN FOR ADDITIONAL INFO,1,2018,10,29.92843296,-90.10353548,2
INCIDENT REQUESTED BY ANOTHER AGENCY,2,2018,10,29.94129483,-90.0737489,6
"BURGLAR ALARM, SILENT",2,2018,10,29.94690809,-90.04813806,4
AREA CHECK,1,2018,10,29.97465231,-90.10907539,3
"BURGLAR ALARM, SILENT",2,2018,10,30.03989772,-89.9245061,7
DEATH,1,2018,10,29.95297474,-90.04758172,4
COMPLAINT OTHER,1,2018,10,29.93257016,-90.01458075,4
DISTURBANCE (OTHER),1,2018,10,29.959027,-90.06099763,8
LOST PROPERTY,0,2018,10,29.95776234,-90.0618703,8
WARR STOP WITH RELEASE,0,2018,10,29.96383133,-90.11699303,2
"BURGLAR ALARM, SILENT",1,2018,10,29.95670587,-90.08780472,1
COMPLAINT OTHER,1,2018,10,29.95841934,-90.06116612,8
COMPLAINT OTHER,1,2018,10,29.93360266,-90.09282308,6
COMPLAINT OTHER,1,2018,10,29.92167126,-90.03132721,4
DISTURBANCE (OTHER),2,2018,10,29.97396412,-90.05681669,5
ABANDONED VEHICLE,1,2018,10,29.96062332,-90.01075369,5
AUTO ACCIDENT,1,2018,10,30.04514436,-89.9595738,7
AREA CHECK,1,2018,10,30.01375424,-90.10368556,3
MENTAL PATIENT,2,2018,10,0,0,2
AUTO ACCIDENT,1,2018,10,29.95428366,-90.06667056,8
COMPLAINT OTHER,1,2018,10,30.06368173,-89.95064765,7
COMPLAINT OTHER,1,2018,10,29.94063748,-90.10413758,2
DOMESTIC DISTURBANCE,2,2018,10,30.06709082,-89.94896029,7
TOW IMPOUNDED VEHICLE (PRIVATE),0,2018,10,29.93094625,-90.12166384,2
FUGITIVE ATTACHMENT,1,2018,10,29.97666,-90.047191,5
FIGHT,2,2018,10,30.04080162,-89.91140408,7
DISTURBANCE (OTHER),2,2018,10,29.99641507,-90.04853382,3
COMPLAINT OTHER,1,2018,10,29.97485513,-90.05498503,5
SIMPLE CRIMINAL DAMAGE,1,2018,10,29.98899857,-90.07060327,3
FIGHT,2,2018,10,30.02203345,-89.96617362,7
"BURGLAR ALARM, SILENT",1,2018,10,30.0163825,-90.08337174,3
COMPLAINT OTHER,1,2018,10,30.02117174,-90.10104983,3
COMPLAINT OTHER,1,2018,10,30.01864483,-90.02239877,3
"BURGLAR ALARM, SILENT",1,2018,10,30.01930399,-90.0828825,3
AUTO ACCIDENT,1,2018,10,29.9289292,-90.03184851,4
DISTURBANCE (OTHER),1,2018,10,29.94828742,-90.07028153,8
SUSPICIOUS PERSON,2,2018,10,29.96399233,-90.02477673,5
AREA CHECK,1,2018,10,29.98095326,-90.09905663,3
SUSPICIOUS PERSON,2,2018,10,29.93969374,-90.0483927,4
AREA CHECK,1,2018,10,29.97020376,-90.0983515,1
DOMESTIC DISTURBANCE,2,2018,10,30.03205044,-89.99409817,7
FUGITIVE ATTACHMENT,1,2018,10,29.96081549,-90.08131796,1
THEFT FROM EXTERIOR OF VEHICLE,0,2018,10,29.97034136,-90.08113897,1
THEFT FROM EXTERIOR OF VEHICLE,0,2018,10,30.01908357,-89.99447948,7
MENTAL PATIENT,2,2018,10,0,0,4
COMPLAINT OTHER,1,2018,10,30.02185807,-90.11578482,3
COMPLAINT OTHER,1,2018,10,30.02069694,-90.00035889,7
SHOPLIFTING,0,2018,10,29.96522069,-90.03094773,5
ABANDONED VEHICLE,1,2018,10,29.99037305,-90.07684362,3
SIMPLE BURGLARY VEHICLE,1,2018,10,29.96600386,-90.06515165,1
"BURGLAR ALARM, SILENT",1,2018,10,29.91932852,-90.08862799,6
HOLD UP ALARM,2,2018,10,29.92055957,-90.09699337,6
TRAFFIC INCIDENT,2,2018,10,30.00290962,-90.03555891,3
AREA CHECK,1,2018,10,29.96776772,-90.09281791,1
DISTURBANCE (OTHER),1,2018,10,29.93984279,-90.08332343,6
COMPLAINT OTHER,1,2018,10,29.9570964,-90.11029323,2
DISTURBANCE (OTHER),1,2018,10,29.93060007,-90.0750022,6
COMPLAINT OTHER,1,2018,10,29.9564316,-90.07411801,8
AREA CHECK,1,2018,10,30.01142039,-90.09956781,3
MUNICIPAL ATTACHMENT,1,2018,10,29.96809223,-90.11088371,2
MUNICIPAL ATTACHMENT,1,2018,10,29.96809223,-90.11088371,2
"BURGLAR ALARM, SILENT",1,2018,10,30.02788973,-90.09463096,3
AREA CHECK,1,2018,10,29.96864508,-90.10406003,1
MEDICAL,2,2018,10,0,0,6
MUNICIPAL ATTACHMENT,1,2018,10,29.96026084,-90.09482562,1
RECKLESS DRIVING,1,2018,10,29.97243026,-90.06580508,1
COMPLAINT OTHER,1,2018,10,29.95571799,-90.07260091,8
AUTO ACCIDENT,1,2018,10,29.98215913,-90.11079012,3
COMPLAINT OTHER,1,2018,10,29.94318116,-90.12541044,2
SHOPLIFTING,0,2018,10,30.04168259,-89.98022946,7
COMPLAINT OTHER,1,2018,10,29.97264816,-90.04883217,5
AREA CHECK,1,2018,10,29.96362164,-90.09278395,1
DISTURBANCE (OTHER),1,2018,10,29.91587746,-89.97896222,4
RETURN FOR ADDITIONAL INFO,1,2018,10,30.06348894,-89.95053586,7
AUTO THEFT,1,2018,10,30.02596545,-90.02447478,3
SIMPLE ROBBERY,2,2018,10,29.97411224,-90.11506472,3
TRAFFIC INCIDENT,1,2018,10,29.95540853,-90.06693913,8
AUTO ACCIDENT WITH INJURY,1,2018,10,29.97326333,-90.05734351,5
BUSINESS CHECK,1,2018,10,29.97730853,-90.0987456,3
COMPLAINT OTHER,1,2018,10,30.0118939,-90.04125072,3
COMPLAINT OTHER,1,2018,10,29.95837431,-90.06100839,8
COMPLAINT OTHER,1,2018,10,29.95473409,-90.06900222,8
AUTO ACCIDENT WITH INJURY,1,2018,10,29.93388977,-90.02175243,4
SIMPLE BATTERY DOMESTIC,2,2018,10,30.01598601,-89.99311901,7
"BURGLAR ALARM, SILENT",1,2018,10,29.93412051,-90.09246873,6
COMPLAINT OTHER,2,2018,10,29.92437867,-90.01387806,4
HOLD UP ALARM,2,2018,10,29.92026959,-89.98668908,4
MUNICIPAL ATTACHMENT,1,2018,10,29.93459036,-90.09471061,6
MENTAL PATIENT,2,2018,10,0,0,3
COMPLAINT OTHER,1,2018,10,29.95473409,-90.06900222,8
BUSINESS CHECK,1,2018,10,29.97704381,-90.09574889,1
COMPLAINT OTHER,1,2018,10,29.95032257,-90.06629572,8
DISTURBANCE (OTHER),1,2018,10,29.97749337,-90.03713221,5
DISTURBANCE (OTHER),1,2018,10,29.95868564,-90.0642888,8
AREA CHECK,1,2018,10,29.96942311,-90.112527,2
COMPLAINT OTHER,1,2018,10,29.95571799,-90.07260091,8
TROOP N AREA - BUSINESS - RESIDENCE CHECK,1,2018,10,29.95888682,-90.07771792,8
RECOVERY OF REPORTED STOLEN VEHICLE,1,2018,10,29.92749269,-90.06949488,6
CRIMINAL DAMAGE DOMESTIC,2,2018,10,30.06960221,-89.94246651,7
"BURGLAR ALARM, SILENT",1,2018,10,29.98842536,-90.05014739,3
BUSINESS CHECK,1,2018,10,29.93424822,-90.07235205,6
COMPLAINT OTHER,2,2018,10,29.98006053,-90.05812565,5
COMPLAINT OTHER,1,2018,10,29.97294443,-90.06065519,5
AUTO THEFT,0,2018,10,29.98268602,-90.03718037,5
"BURGLAR ALARM, SILENT",2,2018,10,30.0037169,-90.10305953,3
RECKLESS DRIVING,2,2018,10,30.00510661,-90.02524262,3
COMPLAINT OTHER,1,2018,10,30.02174074,-90.11574867,3
RECKLESS DRIVING,2,2018,10,29.99146509,-90.05878094,3
DISTURBANCE (OTHER),1,2018,10,29.96551369,-90.0938576,1
SUSPICIOUS PERSON,1,2018,10,29.96662242,-90.07518194,1
RETURN FOR ADDITIONAL INFO,1,2018,10,29.95996774,-90.10840522,2
AUTO ACCIDENT WITH INJURY,2,2018,10,29.9738938,-90.05266133,5
RETURN FOR ADDITIONAL INFO,1,2018,10,29.95996774,-90.10840522,2
RETURN FOR ADDITIONAL INFO,1,2018,10,29.95996774,-90.10840522,2
RETURN FOR ADDITIONAL INFO,1,2018,10,29.95996774,-90.10840522,2
RETURN FOR ADDITIONAL INFO,1,2018,10,29.95996774,-90.10840522,2
RETURN FOR ADDITIONAL INFO,1,2018,10,29.97062974,-90.03445086,5
COMPLAINT OTHER,1,2018,10,29.94125482,-90.07955187,6
"BURGLAR ALARM, SILENT",1,2018,10,29.97394433,-90.09913768,1
RETURN FOR ADDITIONAL INFO,1,2018,10,30.03344654,-90.00620912,7
COMPLAINT OTHER,1,2018,10,29.94276257,-90.08507668,6
DISTURBANCE (OTHER),1,2018,10,29.95842972,-90.06439236,8
COMPLAINT OTHER,1,2018,10,30.03539568,-89.99678837,7
MENTAL PATIENT,2,2018,10,0,0,5
AUTO ACCIDENT,1,2018,10,29.97867356,-90.05774029,5
COMPLAINT OTHER,2,2018,10,30.00074087,-90.05246666,3
COMPLAINT OTHER,1,2018,10,30.01790446,-90.06337048,3
BUSINESS BURGLARY,1,2018,10,29.94141893,-90.0413537,4
SIMPLE CRIMINAL DAMAGE,0,2018,10,29.94045152,-90.12387807,2
SIMPLE BATTERY DOMESTIC,2,2018,10,29.94259854,-90.08017958,6
"BURGLAR ALARM, SILENT",1,2018,10,29.95220655,-90.09747206,6
EXTORTION (THREATS),1,2018,10,29.9257278,-90.01901691,4
TRAFFIC INCIDENT,1,2018,10,29.96285331,-90.0741734,1
PROWLER,2,2018,10,29.96092982,-90.07478335,1
RETURN FOR ADDITIONAL INFO,1,2018,10,29.97062974,-90.03445086,5
COMPLAINT OTHER,2,2018,10,29.96425623,-90.08610685,1
AUTO ACCIDENT,1,2018,10,30.05308831,-89.97682105,7
COMPLAINT OTHER,1,2018,10,30.00269901,-90.03971915,3
